Date,isHoliday,Month,Day,WeekNum,Contest number,Word,Number of reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Average,Sigma,th,sh,ch,er,ing,ou,en,eu,ai,oe,kn,ph,fj,wr,qu,Collision
2022/8/8,0,8,8,2,415,unfit,35516,3187,0,0.03,0.24,0.38,0.25,0.09,0.01,4.16,1.017054571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/8/7,0,8,7,1,414,smear,36223,3190,0,0.02,0.16,0.39,0.29,0.12,0.02,4.39,1.018773773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/8/6,0,8,6,7,413,alien,38841,3395,0.03,0.17,0.31,0.29,0.15,0.04,0,3.484848485,1.149120317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2022/8/5,0,8,5,6,412,buggy,37350,3428,0,0.01,0.09,0.29,0.34,0.22,0.05,4.82,1.061885116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/8/4,0,8,4,5,411,rhyme,37229,3336,0,0.04,0.22,0.39,0.25,0.08,0.01,4.141414141,1.015138952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/8/3,0,8,3,4,410,youth,38381,3327,0.01,0.05,0.17,0.31,0.29,0.15,0.03,4.376237624,1.209299651,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2022/8/2,0,8,2,3,409,coyly,34909,3380,0,0,0.04,0.17,0.28,0.35,0.15,5.404040404,1.062864359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/8/1,0,8,1,2,408,quart,36662,3303,0,0.05,0.2,0.33,0.27,0.13,0.02,4.29,1.133975308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2022/7/31,0,7,31,1,407,cramp,39250,3369,0.01,0.08,0.26,0.33,0.19,0.1,0.02,4,1.206045378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/30,0,7,30,7,406,bluff,37353,3171,0,0.02,0.14,0.42,0.31,0.1,0.01,4.36,0.943610089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/29,0,7,29,6,405,upset,37791,3213,0,0.05,0.3,0.38,0.2,0.06,0.01,3.95,1.013656747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/28,0,7,28,5,404,stomp,40650,3490,0,0.07,0.26,0.32,0.21,0.11,0.02,4.090909091,1.172848635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/27,0,7,27,4,403,motto,38384,3285,0,0.01,0.11,0.36,0.36,0.14,0.01,4.545454545,0.934984765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/26,0,7,26,3,402,cinch,39171,3507,0,0.02,0.15,0.24,0.22,0.25,0.13,4.910891089,1.328283415,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/25,0,7,25,2,401,elope,39228,3339,0,0.04,0.22,0.32,0.26,0.13,0.02,4.282828283,1.128513853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/24,0,7,24,1,400,power,39813,3401,0.02,0.06,0.19,0.29,0.24,0.15,0.04,4.292929293,1.320028506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/7/23,0,7,23,7,399,midge,36769,3111,0,0.02,0.18,0.39,0.28,0.1,0.02,4.323232323,1.013328178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/22,0,7,22,6,398,tryst,43099,3665,0,0.03,0.26,0.41,0.23,0.06,0.01,4.06,0.967677632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/21,0,7,21,5,397,aphid,39086,3367,0,0.06,0.24,0.36,0.23,0.09,0.02,4.11,1.112609545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2022/7/20,0,7,20,4,396,trite,42237,3685,0,0.04,0.14,0.22,0.22,0.23,0.15,4.91,1.400678407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/19,0,7,19,3,395,angry,39667,3358,0,0.05,0.27,0.38,0.21,0.07,0.01,4.01010101,1.029807764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/18,0,7,18,2,394,flock,42574,3548,0,0.04,0.22,0.37,0.27,0.09,0.01,4.18,1.033247308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/17,0,7,17,1,393,wacky,39611,3345,0,0.03,0.18,0.39,0.27,0.1,0.02,4.292929293,1.037211932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/16,0,7,16,7,392,roomy,38769,3280,0,0.02,0.17,0.41,0.28,0.1,0.02,4.33,1.000549849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/15,0,7,15,6,391,wedge,39234,3353,0,0.02,0.11,0.32,0.37,0.17,0.02,4.613861386,1.014452952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/14,0,7,14,5,390,liver,40549,3388,0,0.04,0.16,0.26,0.25,0.2,0.08,4.656565657,1.296160735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/7/13,0,7,13,4,389,bland,46246,3727,0,0.07,0.31,0.38,0.18,0.04,0,3.806122449,0.954668051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/12,0,7,12,3,388,night,46910,3870,0.01,0.08,0.27,0.27,0.17,0.13,0.07,4.18,1.40271166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/11,0,7,11,2,387,madam,40545,3430,0,0.03,0.13,0.35,0.34,0.14,0.02,4.485148515,1.039933941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/10,0,7,10,1,386,berth,41785,3494,0,0.07,0.24,0.35,0.24,0.09,0.01,4.07,1.097770468,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/7/9,0,7,9,7,385,stead,47094,3933,0.01,0.06,0.2,0.27,0.28,0.16,0.03,4.336633663,1.260812466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/8,0,7,8,6,384,voice,42806,3484,0.01,0.05,0.24,0.35,0.25,0.09,0.01,4.09,1.105395857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/7,0,7,7,5,383,agape,43407,3671,0,0.02,0.18,0.36,0.27,0.15,0.03,4.435643564,1.093779365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/6,0,7,6,4,382,fluff,47344,4049,0,0,0.04,0.25,0.44,0.23,0.04,4.98,0.894203556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/5,0,7,5,3,381,field,44578,3604,0.01,0.06,0.25,0.36,0.23,0.09,0.01,4.03960396,1.116224117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/4,2,7,4,2,380,sever,42645,3591,0,0.02,0.13,0.27,0.29,0.21,0.07,4.757575758,1.189948722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/7/3,0,7,3,1,379,lilac,40486,3461,0,0.02,0.17,0.38,0.29,0.12,0.01,4.353535354,0.998110653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/2,0,7,2,7,378,egret,41765,3515,0,0.03,0.14,0.33,0.33,0.15,0.02,4.49,1.062967544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/7/1,0,7,1,6,377,pinto,47248,3792,0,0.05,0.25,0.41,0.22,0.06,0.01,4.02,0.99979998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/30,0,6,30,5,376,hutch,44212,3758,0,0.01,0.12,0.28,0.28,0.21,0.09,4.838383838,1.186685995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/29,0,6,29,4,375,gawky,45645,3957,0,0.01,0.05,0.22,0.33,0.28,0.1,5.131313131,1.08847465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/28,0,6,28,3,374,droll,47312,3844,0,0.02,0.16,0.31,0.31,0.17,0.03,4.54,1.099272487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/27,0,6,27,2,373,retro,47986,3848,0,0.06,0.24,0.35,0.24,0.09,0.01,4.090909091,1.083306844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/26,0,6,26,1,372,rusty,50450,3954,0,0.09,0.37,0.34,0.13,0.05,0.01,3.707070707,1.037211932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/25,0,6,25,7,371,beady,46089,3670,0,0.03,0.19,0.39,0.29,0.1,0.01,4.267326733,1.003864701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/24,0,6,24,6,370,smite,50617,3991,0,0.06,0.23,0.35,0.24,0.11,0.02,4.168316832,1.135121635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/23,0,6,23,5,369,brink,53111,4118,0,0.04,0.22,0.41,0.24,0.07,0.01,4.111111111,0.99380799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/22,0,6,22,4,368,awful,47645,3861,0,0.05,0.21,0.33,0.27,0.12,0.02,4.26,1.128007092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/21,0,6,21,3,367,gloat,53342,4194,0,0.08,0.21,0.31,0.26,0.12,0.02,4.19,1.189075271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/20,0,6,20,2,366,input,50484,3950,0,0.05,0.3,0.38,0.21,0.06,0.01,3.96039604,1.013969672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/19,1,6,19,1,365,loser,55359,4399,0.01,0.1,0.28,0.32,0.19,0.08,0.02,3.9,1.204159458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/6/18,0,6,18,7,364,cacao,47205,4101,0,0.01,0.09,0.27,0.36,0.23,0.04,4.83,1.039759588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/17,1,6,17,6,363,blown,54665,4251,0,0.06,0.23,0.35,0.26,0.1,0.01,4.138613861,1.0902784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/16,0,6,16,5,362,apron,53430,4112,0,0.07,0.3,0.38,0.19,0.05,0.01,3.88,1.022545842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/15,0,6,15,4,361,primo,55989,4391,0,0.03,0.22,0.38,0.25,0.1,0.02,4.23,1.056929515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/14,0,6,14,3,360,atone,59968,4762,0.02,0.16,0.34,0.29,0.14,0.04,0.01,3.53,1.152865994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/13,0,6,13,2,359,donor,53802,4142,0,0.03,0.27,0.38,0.23,0.07,0.01,4.070707071,0.997497123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/12,0,6,12,1,358,float,56684,4323,0.01,0.12,0.3,0.32,0.18,0.06,0.01,3.76,1.149956521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/11,0,6,11,7,357,goose,51958,4087,0,0.02,0.12,0.28,0.32,0.21,0.05,4.73,1.130088492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/10,0,6,10,6,356,piety,55376,4324,0,0.04,0.25,0.41,0.22,0.07,0.01,4.06,0.998198377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/9,0,6,9,5,355,girth,60020,4665,0,0.06,0.23,0.33,0.23,0.12,0.03,4.21,1.18570654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/8,0,6,8,4,354,trait,61026,4607,0,0.06,0.22,0.35,0.24,0.11,0.02,4.18,1.134724636,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2022/6/7,0,6,7,3,353,flood,58991,4440,0,0.03,0.2,0.4,0.28,0.08,0.01,4.21,0.982802116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/6,0,6,6,2,352,gloom,58478,4548,0,0.02,0.14,0.35,0.35,0.13,0.01,4.46,0.984073168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/5,0,6,5,1,351,depth,56738,4329,0,0.06,0.28,0.39,0.2,0.06,0.01,3.95,1.023474475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/4,0,6,4,7,350,froth,58263,4432,0,0.05,0.22,0.35,0.25,0.11,0.01,4.181818182,1.08584684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/3,0,6,3,6,349,peach,65431,4957,0.01,0.13,0.38,0.32,0.13,0.03,0,3.52,1.004788535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/2,0,6,2,5,348,showy,61278,4770,0,0.02,0.16,0.37,0.3,0.13,0.02,4.42,1.031309847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/6/1,0,6,1,4,347,creak,63241,4797,0,0.05,0.21,0.32,0.25,0.14,0.03,4.31,1.180635422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/31,0,5,31,3,346,manor,62768,4802,0,0.06,0.27,0.34,0.21,0.1,0.02,4.08,1.137365377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/30,2,5,30,2,345,atoll,60969,4741,0,0.06,0.28,0.36,0.21,0.08,0.01,4,1.067707825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/29,0,5,29,1,344,bayou,56839,4435,0,0.06,0.17,0.33,0.29,0.13,0.02,4.32,1.139122469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2022/5/28,0,5,28,7,343,crept,60069,4562,0,0.04,0.27,0.38,0.22,0.07,0.01,4.04040404,1.014233969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/27,0,5,27,6,342,tiara,63846,4842,0,0.08,0.36,0.33,0.17,0.06,0.01,3.801980198,1.06259352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/26,0,5,26,5,341,asset,63188,4733,0,0.07,0.28,0.34,0.21,0.08,0.01,3.97979798,1.09156359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/25,0,5,25,4,340,vouch,62723,4835,0,0.02,0.09,0.25,0.33,0.24,0.06,4.868686869,1.124982286,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2022/5/24,0,5,24,3,339,album,63380,4809,0,0.05,0.26,0.35,0.24,0.09,0.01,4.09,1.068597211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/23,0,5,23,2,338,hinge,66431,4906,0,0.05,0.25,0.37,0.22,0.09,0.02,4.11,1.094486181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2022/5/22,0,5,22,1,337,money,67909,4928,0.01,0.07,0.26,0.36,0.21,0.08,0.01,3.97,1.117631424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/21,0,5,21,7,336,scrap,66814,4973,0.01,0.09,0.28,0.34,0.2,0.08,0.01,3.900990099,1.14757558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/20,0,5,20,6,335,gamer,69884,5238,0.01,0.04,0.17,0.28,0.26,0.18,0.06,4.52,1.292130024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/5/19,0,5,19,5,334,glass,70920,5162,0,0.04,0.19,0.33,0.27,0.14,0.03,4.37,1.145905755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/18,0,5,18,4,333,scour,73933,5544,0,0.08,0.34,0.35,0.17,0.05,0.01,3.8,1.039230485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2022/5/17,0,5,17,3,332,being,70722,5142,0,0.04,0.22,0.37,0.26,0.1,0.01,4.19,1.045896744,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2022/5/16,0,5,16,2,331,delve,68349,5179,0,0.02,0.14,0.32,0.33,0.16,0.02,4.535353535,1.047489845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/15,0,5,15,1,330,yield,67115,4963,0,0.04,0.16,0.29,0.29,0.18,0.04,4.53,1.18705518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/14,0,5,14,7,329,metal,73225,5290,0.01,0.1,0.31,0.34,0.18,0.07,0.01,3.81372549,1.135267025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/13,0,5,13,6,328,tipsy,77585,5522,0,0.06,0.33,0.38,0.17,0.05,0.01,3.85,1.003742995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/12,0,5,12,5,327,slung,75673,5419,0,0.02,0.16,0.37,0.31,0.13,0.02,4.425742574,1.02779717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/11,0,5,11,4,326,farce,79446,5688,0,0.09,0.26,0.32,0.21,0.09,0.01,3.979591837,1.142674913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/10,0,5,10,3,325,gecko,74412,5489,0,0.02,0.16,0.38,0.29,0.12,0.02,4.393939394,1.023148062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/9,0,5,9,2,324,shine,88932,6146,0.01,0.14,0.32,0.3,0.17,0.06,0.01,3.693069307,1.166721515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/8,1,5,8,1,323,canny,72518,5256,0,0.02,0.1,0.3,0.34,0.2,0.04,4.72,1.077775487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/7,0,5,7,7,322,midst,74458,5233,0,0.03,0.25,0.39,0.24,0.09,0.01,4.138613861,1.015032585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/6,0,5,6,6,321,badge,76292,5482,0,0.04,0.2,0.35,0.26,0.12,0.02,4.282828283,1.101334398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/5,0,5,5,5,320,homer,85979,6313,0,0.03,0.16,0.26,0.24,0.19,0.12,4.76,1.335065541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/5/4,0,5,4,4,319,train,107750,7243,0.06,0.26,0.32,0.22,0.1,0.03,0,3.131313131,1.177623567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2022/5/3,0,5,3,3,318,hairy,85817,5941,0.01,0.08,0.24,0.33,0.23,0.1,0.01,4.03,1.170085467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2022/5/2,0,5,2,2,317,story,95643,6530,0.01,0.1,0.23,0.29,0.24,0.11,0.02,4.06,1.255547689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/5/1,0,5,1,1,316,forgo,77658,5699,0,0.01,0.09,0.26,0.37,0.23,0.03,4.818181818,1.018650686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/30,0,4,30,7,315,larva,77991,5749,0,0.02,0.1,0.25,0.35,0.23,0.04,4.797979798,1.09156359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/29,0,4,29,6,314,tash,106652,7001,0.02,0.19,0.34,0.27,0.13,0.04,0.01,3.46,1.169786305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/28,0,4,28,5,313,zesty,88974,6315,0,0.02,0.12,0.27,0.3,0.22,0.07,4.79,1.177242541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/27,0,4,27,4,312,shown,98967,6564,0,0.06,0.26,0.36,0.22,0.08,0.01,4.03030303,1.067940011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/26,0,4,26,3,311,heist,103153,6830,0.01,0.13,0.32,0.31,0.16,0.06,0.01,3.7,1.153256259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/25,0,4,25,2,310,askew,91548,6549,0,0.03,0.13,0.29,0.32,0.19,0.04,4.63,1.137145549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/24,0,4,24,1,309,inert,97452,6743,0,0.07,0.27,0.34,0.22,0.09,0.01,4.02,1.104355015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/4/23,0,4,23,7,308,olive,95562,6482,0.01,0.06,0.25,0.34,0.23,0.1,0.01,4.06,1.138595626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/22,0,4,22,6,307,plant,119232,7731,0.02,0.19,0.39,0.28,0.1,0.03,0,3.336633663,1.046230648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/21,0,4,21,5,306,oxide,97955,6960,0,0.02,0.11,0.3,0.33,0.21,0.04,4.712871287,1.093062132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/20,0,4,20,4,305,cargo,102007,6796,0,0.05,0.2,0.34,0.27,0.12,0.02,4.27,1.121204709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/19,0,4,19,3,304,foyer,108899,8198,0,0.02,0.1,0.19,0.19,0.23,0.26,5.303030303,1.403131746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/4/18,0,4,18,2,303,flair,112383,7341,0.01,0.08,0.3,0.36,0.18,0.06,0.01,3.84,1.092886087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2022/4/17,1,4,17,1,302,ample,106681,7008,0,0.04,0.2,0.35,0.27,0.11,0.02,4.272727273,1.090067015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/16,0,4,16,7,301,cheek,107987,7035,0,0.03,0.19,0.4,0.28,0.09,0.01,4.24,0.991160935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/15,0,4,15,6,300,shame,129991,8522,0.01,0.11,0.22,0.25,0.21,0.15,0.05,4.19,1.404955515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/14,0,4,14,5,299,mince,113448,7356,0,0.06,0.24,0.35,0.24,0.1,0.01,4.11,1.094486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/13,0,4,13,4,298,chunk,123255,7835,0.01,0.04,0.29,0.42,0.18,0.05,0.01,3.91,1.000949549,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/12,0,4,12,3,297,royal,114907,7275,0.01,0.05,0.24,0.36,0.23,0.09,0.01,4.070707071,1.103278175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/11,0,4,11,2,296,squad,109828,7236,0,0.03,0.2,0.33,0.27,0.14,0.02,4.353535354,1.103832912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2022/4/10,0,4,10,1,295,black,126241,7894,0.01,0.1,0.31,0.34,0.18,0.06,0.01,3.792079208,1.119731507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/9,0,4,9,7,294,stair,134210,8537,0.02,0.21,0.36,0.26,0.11,0.04,0.01,3.386138614,1.160149333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2022/4/8,0,4,8,6,293,scare,141158,9010,0.01,0.12,0.23,0.26,0.21,0.13,0.04,4.09,1.371823604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/7,0,4,7,5,292,foray,117761,7575,0,0.02,0.14,0.31,0.31,0.19,0.04,4.623762376,1.11560919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/6,0,4,6,4,291,comma,117856,7560,0,0.02,0.13,0.33,0.33,0.17,0.03,4.584158416,1.064897399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/5,0,4,5,3,290,natal,121356,7702,0,0.02,0.14,0.32,0.32,0.17,0.03,4.57,1.07939798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/4,0,4,4,2,289,shawl,129651,7943,0,0.03,0.16,0.31,0.3,0.16,0.03,4.494949495,1.122530847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/3,0,4,3,1,288,fewer,124532,7931,0,0.02,0.1,0.24,0.32,0.26,0.06,4.88,1.142628549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/4/2,0,4,2,7,287,trope,155079,9315,0.01,0.16,0.33,0.28,0.15,0.06,0.01,3.62,1.181355154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/4/1,0,4,1,6,286,snout,144648,8913,0.01,0.04,0.19,0.27,0.26,0.18,0.05,4.47,1.284172886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2022/3/31,0,3,31,5,285,lowly,135219,8469,0,0.02,0.09,0.26,0.32,0.24,0.08,4.900990099,1.156171135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/30,0,3,30,4,284,stove,158139,9318,0,0.05,0.16,0.24,0.27,0.21,0.06,4.616161616,1.284775425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/29,0,3,29,3,283,shall,149070,8494,0,0.03,0.17,0.3,0.28,0.17,0.04,4.515151515,1.166568276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/28,0,3,28,2,282,found,173696,10613,0.01,0.06,0.17,0.22,0.2,0.21,0.14,4.712871287,1.50468992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2022/3/27,0,3,27,1,281,nymph,165468,9935,0.01,0.02,0.18,0.44,0.26,0.26,0.09,4.634920635,1.244691423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2022/3/26,0,3,26,7,280,epoxy,149507,9376,0,0.02,0.13,0.31,0.33,0.18,0.03,4.61,1.076057619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/25,0,3,25,6,279,depot,150197,8562,0,0.05,0.29,0.36,0.2,0.07,0.01,3.979591837,1.039815445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/24,0,3,24,5,278,chest,169066,9318,0.01,0.14,0.35,0.31,0.14,0.05,0.01,3.613861386,1.125494805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/23,0,3,23,4,277,purge,156785,8555,0.01,0.04,0.22,0.35,0.26,0.11,0.02,4.207920792,1.137278597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/22,0,3,22,3,276,slosh,160161,8807,0,0.02,0.19,0.36,0.27,0.13,0.02,4.363636364,1.058439345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/21,0,3,21,2,275,their,173636,9200,0.02,0.14,0.36,0.3,0.13,0.04,0,3.505050505,1.076598998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/20,0,3,20,1,274,renew,154987,8417,0,0.04,0.2,0.33,0.27,0.13,0.02,4.313131313,1.115967349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2022/3/19,0,3,19,7,273,allow,156311,8515,0,0.05,0.21,0.32,0.26,0.14,0.03,4.316831683,1.176760893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/18,0,3,18,6,272,saute,179830,9304,0.01,0.08,0.31,0.34,0.19,0.06,0.01,3.84,1.101998185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/17,0,3,17,5,271,movie,169071,8847,0.01,0.05,0.18,0.3,0.26,0.16,0.03,4.363636364,1.23463932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/16,0,3,16,4,270,cater,217856,11234,0.01,0.07,0.19,0.22,0.19,0.18,0.15,4.633663366,1.546140338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
